ID;SYGIC_TRAVEL_ID;RATING;LATITUDE;LONGITUDE;NAME;MARKER;PEREX;THUMBNAIL_URL;CATEGORIES;DS_SUMMARY;DS_ICON;DS_APPARENT_TEMPERATURE_LOW;DS_DEW_POINT;DS_HUMIDITY;DS_PRESSURE;DS_WIND_SPEED;DS_WIND_GUST;DS_CLOUD_COVER;DS_VISIBILITY
73;poi:7660;0.0066854521617491;54.348008;-6.6981726;Navan Fort;sightseeing:archaeological_site;The mysterious hill                                                                                                                                                                                                                                                                ,featured in many legends                                                                                                                                                                                                                                            ,had been a place of worship in Pre-Christian times. The site's museum is not to be missed.;https://media-cdn.sygictraveldata.com/media/poi:7660;hiking                                                                             ,sightseeing;Light rain in the morning.;rain;56.95;48.02;0.88;1020.16;7.37;27.87;0.88;8
74;poi:19247357;0.0064944552727664;54.5953522;-5.935319;Grand Opera House;sightseeing:architecture;The Grand Opera House is a theatre in Belfast                                                                                                                                                                                                                                  ,Northern Ireland                                                                                                                                                                                                                                                    ,designed by the most prolific theatre architect of the period                                                                                                                                                                      ,Frank…;;going_out                                                                                                                                                                                          ,sightseeing;Light rain until afternoon.;rain;57.51;48.14;0.83;1020.89;10.77;27.87;0.98;7
75;poi:56030;0.0064938845942979;54.3272957;-5.7220483;St. Patricks Grave;sightseeing:memorial;;https://media-cdn.sygictraveldata.com/media/poi:56030;sightseeing;Light rain and breezy until afternoon.;rain;53.72;47.99;0.9;1021.13;13.79;29.59;0.98;7
76;poi:25473309;0.0064908137332956;55.0673941;-6.0550855;Red Bay Castle;sightseeing:archaeological_site;;https://media-cdn.sygictraveldata.com/media/poi:25473309;sightseeing;Light rain in the morning.;rain;55.2;47.6;0.86;1020.76;12.67;31.28;0.96;7
77;poi:27270520;0.0061979556478488;55.1350473;-7.8641447;Doe Castle;sightseeing:castle;Doe Castle                                                                                                                                                                                                                                                                                 ,or Caisleán na dTuath                                                                                                                                                                                                                                               ,near Creeslough                                                                                                                                                                                                                    ,County Donegal                                                                                                                                                                                             ,was the historical stronghold of Clan tSuibhne                                                                                                                  ,with architectural…;https://media-cdn.sygictraveldata.com/media/poi:27270520;hiking  ,sightseeing;Mostly cloudy throughout the day.;partly-cloudy-day;55.76;46.24;0.81;1019.2;8.37;28.43;0.77;9
78;poi:3818716;0.0061595900927836;54.9248137;-6.9211816;Dungiven Castle;sightseeing:castle;;https://media-cdn.sygictraveldata.com/media/poi:3818716;hiking                                                                                                                                                                                                                        ,sightseeing;Light rain in the morning.;rain;56.15;47.4;0.86;1019.94;7.49;28.75;0.94;9
79;poi:3879977;0.0061561689697223;55.1924504;-6.9633377;Martello tower;sightseeing:castle;;https://media-cdn.sygictraveldata.com/media/poi:3879977;hiking                                                                                                                                                                                                                         ,sightseeing;Light rain in the morning.;rain;54.81;47.31;0.86;1019.87;8.42;28.87;0.88;9
80;poi:21725444;0.00601748872843;54.7134685;-5.8062979;Carrickfergus Castle;sightseeing:fort;;https://media-cdn.sygictraveldata.com/media/poi:21725444;hiking                                                                                                                                                                                                                     ,sightseeing;Light rain until afternoon.;rain;56.42;47.99;0.84;1021.01;12.84;29.32;0.97;7
81;poi:64144;0.0060160331869425;55.000058;-7.3282447;Saint Eugene's Cathedral;other:place_of_worship:church:cathedral;;https://media-cdn.sygictraveldata.com/media/poi:64144;sightseeing;Light rain in the morning.;rain;55.25;46.82;0.84;1019.61;6.46;27.4;0.86;10
82;poi:3923062;0.0059284356299462;54.1624412;-7.4439774;Old Crom Castle (Ruins);sightseeing:ruins;Crom Castle is situated on the shores of the Upper Lough Erne in County Fermanagh                                                                                                                                                                                               ,Northern Ireland                                                                                                                                                                                                                                                    ,and set within a 1                                                                                                                                                                                                                 ,900-acre estate.;https://media-cdn.sygictraveldata.com/media/poi:3923062;hiking                                                                                                                            ,sightseeing;Rain in the morning.;rain;57.49;46.71;0.83;1019.68;5.15;25.8;0.83;8
83;poi:15037913;0.0057007183713397;55.1643285;-6.810544;Downhill House;other:building:manor_house;;https://media-cdn.sygictraveldata.com/media/poi:15037913;sightseeing;Light rain in the morning.;rain;55.4;47.44;0.87;1020.0;8.99;29.67;0.91;9
84;poi:19788511;0.0055954854176987;54.4025245;-5.6543365;Killyleagh Castle;sightseeing:castle;;https://media-cdn.sygictraveldata.com/media/poi:19788511;hiking                                                                                                                                                                                                                    ,sightseeing;Light rain until afternoon and breezy in the afternoon.;rain;53.57;47.96;0.9;1021.18;14.03;29.69;0.98;8
85;poi:55998;0.0054653359442206;55.159972;-6.806522;Downhill Demesne and Hezlett House;hiking;Hezlett House is a 17th-century thatched cottage located in Castlerock                                                                                                                                                                                                              ,County Londonderry.;https://media-cdn.sygictraveldata.com/media/poi:55998;hiking                                                                                                                                                                                    ,sightseeing;Light rain in the morning.;rain;55.99;47.44;0.86;1020.0;8.98;29.67;0.91;9
86;poi:3650070;0.0054300542431527;54.9966682;-7.3254895;Bloody Sunday Monument;sightseeing;;;sightseeing;Light rain in the morning.;rain;55.32;46.82;0.83;1019.61;6.45;27.38;0.87;10
87;poi:27506400;0.0053743368700265;54.3461182;-7.6451656;Enniskillen Castle;sightseeing:castle;Enniskillen Castle is situated in Enniskillen                                                                                                                                                                                                                                      ,County Fermanagh                                                                                                                                                                                                                                                    ,Northern Ireland.;https://media-cdn.sygictraveldata.com/media/poi:27506400;hiking                                                                                                                                                  ,sightseeing;Light rain in the morning.;rain;56.47;46.38;0.83;1019.54;4.75;25.55;0.84;8
88;poi:7766;0.0052683560028187;54.598855;-5.951648;Irish Republican History Museum;discovering:museum;The Eileen Hickey Irish Republican History Museum                                                                                                                                                                                                                           ,is a museum in Belfast                                                                                                                                                                                                                                              ,Northern Ireland.;;discovering;Light rain until afternoon.;rain;57.64;48.14;0.83;1020.87;10.58;27.78;0.98;7
89;poi:3842565;0.0052019230769231;54.346431;-7.6406757;St. Macartin's Cathedral (Enniskillen Parish CoI);other:place_of_worship:church:cathedral;St. Macartin's Cathedral                                                                                                                                                                                                         ,Enniskillen                                                                                                                                                                                                                                                         ,is one of two cathedral churches in the Diocese of Clogher in the Church of Ireland.;https://media-cdn.sygictraveldata.com/media/poi:3842565;sightseeing;Light rain in the morning.;rain;56.47;46.39;0.83;1019.54;4.75;25.55;0.84;8
90;poi:25441716;0.0051978628246814;54.2921042;-5.8366424;Clough Castle;sightseeing:castle;Clough Castle is the site of an Anglo-Norman motte-and-bailey situated in Clough                                                                                                                                                                                                        ,County Down                                                                                                                                                                                                                                                         ,Northern Ireland                                                                                                                                                                                                                   ,near the junction of the…;https://media-cdn.sygictraveldata.com/media/poi:25441716;hiking                                                                                                                  ,sightseeing;Light rain until afternoon.;rain;54.64;47.97;0.89;1021.02;12.85;28.72;0.98;7
91;poi:31255774;0.0051130636604775;54.899253;-5.8612364;Ballygally Castle;sightseeing:castle;Ballygally Castle is in the village of Ballygally                                                                                                                                                                                                                                    ,County Antrim                                                                                                                                                                                                                                                       ,Northern Ireland                                                                                                                                                                                                                   ,located approximately three miles north of Larne.;https://media-cdn.sygictraveldata.com/media/poi:31255774;hiking                                                                                          ,sightseeing;Light rain in the morning.;rain;53.35;47.67;0.89;1020.96;13.53;30.65;0.96;7
92;poi:25451406;0.0051017089785275;54.2592466;-5.6065534;Jordan's Castle;sightseeing:castle:ruins;;https://media-cdn.sygictraveldata.com/media/poi:25451406;hiking                                                                                                                                                                                                                ,sightseeing;Light rain and breezy until afternoon.;rain;52.7;47.74;0.89;1021.25;15.22;30.53;0.98;7
93;poi:8336005;0.0050697533839617;55.2324684;-7.498153;Gap of Marmore;sightseeing;;;sightseeing;Mostly cloudy throughout the day.;partly-cloudy-day;52.73;46.66;0.92;1019.45;7.86;27.99;0.83;9
94;poi:3236563;0.0050384526660143;54.9970431;-7.3257594;Free Derry Museum;discovering:museum;;https://media-cdn.sygictraveldata.com/media/poi:3236563;discovering;Light rain in the morning.;rain;55.31;46.82;0.83;1019.61;6.45;27.38;0.87;10
95;poi:36173652;0.0050344827586207;54.5847239;-5.941621;Architecture;sightseeing:architecture;;;sightseeing;Light rain until afternoon.;rain;57.42;48.15;0.84;1020.88;10.67;27.78;0.98;7
96;poi:27997160;0.0050275198938992;55.0106241;-7.3019397;Lough Foyle;other:water:river;Lough Foyle                                                                                                                                                                                                                                                                                ,sometimes Loch Foyle                                                                                                                                                                                                                                                ,is the estuary of the River Foyle                                                                                                                                                                                                  ,on the north coast of Ireland.;https://media-cdn.sygictraveldata.com/media/poi:27997160;hiking;Light rain in the morning.;rain;54.55;46.87;0.84;1019.63;6.54;27.37;0.87;9
97;poi:64249;0.0050043747453253;54.9939544;-7.3221929;Siege Heroes Memorial;sightseeing:monument;Erected in 1927                                                                                                                                                                                                                                                                  ,the Diamond War Memorial is located on The Diamond in the centre of Derry                                                                                                                                                                                           ,County Londonderry                                                                                                                                                                                                                 ,Northern Ireland.;https://media-cdn.sygictraveldata.com/media/poi:64249;sightseeing;Light rain in the morning.;rain;55.07;46.83;0.84;1019.62;6.45;27.36;0.87;9
98;poi:31083974;0.0049824270557029;54.2921402;-5.836625;Clough Castle;sightseeing:castle;Clough Castle is the site of an Anglo-Norman motte-and-bailey situated in Clough                                                                                                                                                                                                         ,County Down                                                                                                                                                                                                                                                         ,Northern Ireland                                                                                                                                                                                                                   ,near the junction of the…;https://media-cdn.sygictraveldata.com/media/poi:31083974;hiking                                                                                                                  ,sightseeing;Light rain until afternoon.;rain;54.64;47.97;0.89;1021.02;12.85;28.72;0.98;7
99;poi:3345659;0.004911237184301;54.136299;-6.4712944;Ballykeel Dolmen;sightseeing:monument;;https://media-cdn.sygictraveldata.com/media/poi:3345659;sightseeing;Rain in the morning.;rain;55.97;48.33;0.91;1020.38;8.63;27.95;0.9;7
100;poi:20491081;0.0046163139184673;55.0816239;-6.0629813;The Glens of Antrim;hiking:valley;The Glens of Antrim                                                                                                                                                                                                                                                                   ,known locally as simply The Glens                                                                                                                                                                                                                                   ,is a region of County Antrim                                                                                                                                                                                                       ,Northern Ireland.;https://media-cdn.sygictraveldata.com/media/poi:20491081;hiking                                                                                                                          ,sightseeing;Light rain in the morning.;rain;55.06;47.59;0.86;1020.76;12.8;31.43;0.95;7
101;poi:3282980;0.0044532922705352;54.5843705;-7.6900794;Drumskinny Stone Circle;sightseeing:archaeological_site;;https://media-cdn.sygictraveldata.com/media/poi:3282980;sightseeing;Light rain until afternoon.;rain;53.52;46.17;0.87;1019.48;5.09;25.71;0.81;8
102;poi:56200;0.0044125956444968;55.1421201;-7.2755671;Doagh Famine Village;sightseeing;;https://media-cdn.sygictraveldata.com/media/poi:56200;sightseeing;Light rain in the morning.;rain;51.63;46.94;0.94;1019.63;7.14;27.6;0.86;9
103;poi:56017;0.0043528602798026;54.604647;-5.9150058;W5;discovering:museum;;https://media-cdn.sygictraveldata.com/media/poi:56017;discovering;Light rain until afternoon.;rain;57.28;48.13;0.83;1020.91;11.04;28.06;0.98;7
104;poi:7768;0.0043196393806311;54.5925629;-5.9292653;Ormeau Baths;discovering:museum;One of England's prime contemporary art galleries                                                                                                                                                                                                                                           ,with exhibitions by the most famous artists.;https://media-cdn.sygictraveldata.com/media/poi:7768;discovering;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.84;27.9;0.98;7
105;poi:7588;0.0043047833567257;54.6594181;-7.3345093;Ulster American Folk Park;discovering:museum;Explores the fascinating collection between Ireland and America. The open-air museum provides an experience that is hard to forget.;https://media-cdn.sygictraveldata.com/media/poi:7588;discovering;Light rain in the morning.;rain;56.32;46.62;0.84;1019.69;5.57;26.78;0.86;8
106;poi:3290652;0.0040384526660143;54.3542648;-6.416559;Tayto Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                                  ,sightseeing;Rain in the morning.;rain;56.44;48.19;0.89;1020.41;8.75;27.84;0.91;7
107;poi:3779344;0.0038388701498619;54.3778059;-5.5969746;Audleystown Court Cairn;sightseeing:archaeological_site;;https://media-cdn.sygictraveldata.com/media/poi:3779344;sightseeing;Light rain and breezy until afternoon.;rain;51.96;47.84;0.91;1021.24;14.72;30.13;0.98;8
108;poi:3878850;0.0038339181418934;54.6036015;-5.9275524;The MAC;discovering:gallery:art;;;discovering                                                                                                                                                                                                                                                                            ,going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.89;27.97;0.98;7
109;poi:22154332;0.0037556366047745;54.4486201;-7.1576731;Knockmany;hiking:megalith;;https://media-cdn.sygictraveldata.com/media/poi:22154332;sightseeing;Light rain in the morning.;rain;55.53;47.08;0.89;1019.83;5.63;26.59;0.87;8
110;poi:21105878;0.0036055165831679;54.842783;-5.8007861;Olderfleet Castle (ruins);sightseeing:ruins;;;hiking                                                                                                                                                                                                                                                                     ,sightseeing;Light rain until afternoon.;rain;54.0;47.73;0.88;1021.02;13.94;30.48;0.96;7
111;poi:16268663;0.0035288461538462;54.3485586;-6.6571754;Armagh Robinson Library;discovering:museum;;https://media-cdn.sygictraveldata.com/media/poi:16268663;discovering                                                                                                                                                                                                        ,sightseeing;Light rain in the morning.;rain;57.05;48.06;0.88;1020.19;7.57;27.9;0.88;8
112;poi:12726249;0.0035060240963855;55.1396336;-7.4640629;Buncrana Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                             ,sightseeing;Mostly cloudy throughout the day.;partly-cloudy-day;56.5;46.67;0.82;1019.49;7.2;27.8;0.83;10
113;poi:3989786;0.0034708652148323;54.9936119;-7.3231532;Wall of Derry;sightseeing:city_wall;;https://media-cdn.sygictraveldata.com/media/poi:3989786;sightseeing;Light rain in the morning.;rain;55.15;46.83;0.83;1019.62;6.45;27.35;0.87;9
114;poi:4010972;0.0030384526660143;55.2050234;-6.2308114;Ballycastle Beach;relaxing:beach:sandy;;;relaxing                                                                                                                                                                                                                                                                        ,hiking;Light rain in the morning.;rain;54.17;47.63;0.87;1020.57;12.57;32.17;0.93;8
115;poi:3858543;0.0030344827586207;54.5960807;-5.9338025;Spires Centre;other:building:hall:exhibition;;;shopping                                                                                                                                                                                                                                                                  ,discovering;Light rain until afternoon.;rain;57.49;48.14;0.83;1020.89;10.79;27.89;0.98;7
116;poi:36148955;0.0029824270557029;54.8780002;-7.2504808;Altinaghree Castle;sightseeing:castle;Altinaghree Castle or Liscloon House                                                                                                                                                                                                                                              ,known locally as Ogilby's Castle                                                                                                                                                                                                                                    ,is a large                                                                                                                                                                                                                         ,derelict castle situated outside Donemana                                                                                                                                                                  ,County…;;hiking                                                                                                                                                 ,sightseeing;Light rain in the morning.;rain;53.92;46.79;0.88;1019.7;6.25;27.07;0.89;9
117;poi:3791631;0.0029207363623062;55.2233428;-6.5308318;Runkerry Stand (Bushfoot);relaxing:beach:sandy;;;relaxing                                                                                                                                                                                                                                                                ,hiking;Light rain in the morning.;rain;54.73;47.57;0.87;1020.26;10.38;31.08;0.92;9
118;poi:25707278;0.0029006223815198;55.0564721;-7.9368563;Glenveagh National Park Visitor Centre;sightseeing;;;sightseeing;Mostly cloudy throughout the day.;partly-cloudy-day;56.02;45.95;0.81;1019.17;7.86;28.75;0.79;9
119;poi:20382746;0.0028968832891247;54.6646243;-5.8294926;Belfast Lough;hiking;;;hiking;Light rain until afternoon.;rain;55.42;48.05;0.85;1020.99;12.32;28.91;0.98;7
120;poi:3400577;0.0028030200585982;55.202877;-6.2698111;Fairhead Caravan Park;sleeping:camp_site;;;sleeping                                                                                                                                                                                                                                                                       ,hiking;Light rain in the morning.;rain;55.3;47.65;0.87;1020.53;12.13;31.95;0.93;8
121;poi:34020477;0.0027813404586952;55.1672628;-6.8324667;Downhill beach;sightseeing;;;sightseeing;Light rain in the morning.;rain;53.84;47.42;0.88;1019.98;8.91;29.56;0.91;9
122;poi:7767;0.0026512258342011;54.6005;-5.9299;Red Barn Gallery;discovering:museum;The Red Barn Gallery                                                                                                                                                                                                                                                                          ,or RBG Belfast                                                                                                                                                                                                                                                      ,is a photography gallery and exhibition space in central Belfast                                                                                                                                                                   ,Northern Ireland                                                                                                                                                                                           ,and the first…;;discovering;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.89;10.85;27.94;0.98;7
123;poi:7658;0.0026512258342011;54.604;-5.925;Golden Thread Gallery;discovering:museum;The Golden Thread Gallery is a contemporary art space in Belfast                                                                                                                                                                                                                           ,Northern Ireland.;;discovering;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.92;27.99;0.98;7
124;poi:5379247;0.0024807692307692;54.3203216;-6.8901068;Castle Leslie;sleeping:hotel;;;sleeping                                                                                                                                                                                                                                                                                  ,sightseeing;Light rain in the morning.;rain;57.32;47.68;0.86;1020.02;6.48;27.47;0.86;8
125;poi:26631129;0.0024807692307692;54.9663573;-7.693702;Tropical World;discovering:zoo;;;discovering                                                                                                                                                                                                                                                                             ,playing;Light rain in the morning and afternoon.;rain;55.48;46.17;0.83;1019.36;6.49;27.88;0.81;9
126;poi:36435963;0.0024807692307692;54.9491312;-7.7421075;Loreto Convent;sightseeing:architecture;;;sightseeing;Light rain in the morning and afternoon.;rain;55.75;46.07;0.81;1019.33;6.51;27.85;0.81;9
127;poi:3360037;0.0024807692307692;54.173049;-6.3359007;Bagenal's Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                              ,sightseeing;Rain in the morning.;rain;56.67;48.26;0.88;1020.51;9.62;27.93;0.93;6
128;poi:7807;0.002415793226785;54.535556;-5.978889;Lagan Valley;hiking;The Lagan Valley is an area of Northern Ireland between Belfast and Lisburn. The Lagan is a famous river that flows into Belfast Lough.;;hiking;Light rain until afternoon.;rain;57.71;48.18;0.84;1020.84;10.14;27.28;0.97;7
129;poi:3314940;0.0023531489111242;55.055439;-6.3334887;Lisanoure Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                              ,sightseeing;Light rain in the morning.;rain;54.68;47.76;0.9;1020.46;9.83;30.13;0.96;8
130;poi:3863342;0.0023097353646942;54.3366836;-7.812891;Pollnagollum Cave;hiking:cave;Pollnagollum–Poulelva is an active stream passage cave situated in County Clare                                                                                                                                                                                                             ,Ireland.;;hiking                                                                                                                                                                                                                                                    ,sightseeing;Light rain in the morning.;rain;53.31;46.18;0.91;1019.44;4.74;25.69;0.85;8
131;poi:7991;0.0022881729071399;54.38341;-7.85677;Noon's Hole;hiking;Noon's Hole lies about 5 km northwest of the centre of Boho                                                                                                                                                                                                                                                  ,in the townland of Old Barr in the parish of Devenish                                                                                                                                                                                                               ,County Fermanagh                                                                                                                                                                                                                   ,close…;;hiking;Light rain in the morning.;rain;53.11;46.14;0.91;1019.41;4.8;25.82;0.83;8
132;poi:15574625;0.0022412108786106;54.7156375;-6.2243269;Antrim Castle;sightseeing:castle:ruins;;;hiking                                                                                                                                                                                                                                                                         ,sightseeing;Light rain in the morning.;rain;55.5;48.17;0.9;1020.59;9.44;27.64;0.97;7
133;poi:7661;0.0021870670530176;54.3275106;-5.7190432;St. Patricks Visitor Centre;discovering:museum;Devoted to Ireland's patron saint and subsequently                                                                                                                                                                                                                           ,the Early Christian period in the country.;;discovering;Light rain and breezy until afternoon.;rain;53.66;47.99;0.9;1021.13;13.82;29.61;0.98;7
134;poi:12011750;0.0021223915305061;55.1396581;-7.4640857;Buncrana Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                             ,sightseeing;Mostly cloudy throughout the day.;partly-cloudy-day;56.5;46.67;0.82;1019.49;7.2;27.8;0.83;10
135;poi:17331501;0.0021206054393053;54.3520421;-6.6487072;Armagh Planetarium;discovering:planetarium;;;discovering;Light rain in the morning.;rain;57.03;48.07;0.88;1020.2;7.62;27.9;0.88;8
136;poi:3278755;0.0021177163037081;54.4881865;-5.64809;Sketrick Castle (ruin);sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                         ,sightseeing;Light rain until afternoon.;rain;55.08;48.04;0.85;1021.18;13.65;29.39;0.98;8
137;poi:3207735;0.0021177163037081;54.8572389;-6.3169282;Galgorm Castle;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                               ,sightseeing;Light rain in the morning.;rain;55.53;48.0;0.89;1020.49;9.23;28.58;0.96;7
138;poi:3988598;0.0021177163037081;54.7544347;-5.7073338;Castle Chester;sightseeing:castle;;;hiking                                                                                                                                                                                                                                                                               ,sightseeing;Light rain until afternoon.;rain;55.58;47.8;0.84;1021.11;14.18;30.05;0.96;7
139;poi:3929456;0.0021177163037081;54.2505735;-7.4451563;Castle Balfour;sightseeing:ruins;;;hiking                                                                                                                                                                                                                                                                                ,sightseeing;Rain in the morning.;rain;57.04;46.72;0.84;1019.67;4.93;25.75;0.84;8
140;poi:3205340;0.0020872230583445;54.9934638;-6.4790281;Craigs Dolmen;sightseeing:archaeological_site;;;sightseeing;Light rain in the morning.;rain;53.69;47.9;0.95;1020.31;8.4;29.46;0.94;8
141;poi:56009;0.012825741934295;54.5994992;-5.9322438;Kelly's Cellars;going_out:pub;Kellys Cellars is a pub in Belfast                                                                                                                                                                                                                                                            ,Northern Ireland                                                                                                                                                                                                                                                    ,situated at 30 Bank Street in the city centre.;https://media-cdn.sygictraveldata.com/media/poi:56009;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.82;27.92;0.98;7
142;poi:3702692;0.011480769230769;54.6030523;-5.9327592;The Sunflower Bar;going_out:pub;;;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.82;27.93;0.98;7
143;poi:3202605;0.011117716303708;54.5755609;-5.9173488;Northern Lights;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.18;48.16;0.84;1020.9;10.93;27.89;0.98;7
144;poi:3804907;0.0095961272288121;54.6017768;-5.9273264;Duke of York;going_out:pub;;https://media-cdn.sygictraveldata.com/media/poi:3804907;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.89;10.88;27.96;0.98;7
145;poi:15398663;0.0080186357616931;54.5946666;-5.9340457;The Crown Liquor Saloon;going_out:pub;The Crown Liquor Saloon                                                                                                                                                                                                                                                           ,also known as the Crown Bar                                                                                                                                                                                                                                         ,is a pub in Great Victoria Street in Belfast                                                                                                                                                                                       ,Northern Ireland.;https://media-cdn.sygictraveldata.com/media/poi:15398663;going_out;Light rain until afternoon.;rain;57.5;48.14;0.83;1020.89;10.78;27.88;0.98;7
146;poi:3832761;0.005243700265252;54.59462;-5.9304849;Ulster Hall;discovering:theatre;The Ulster Hall  is a concert hall and grade A listed building in Belfast                                                                                                                                                                                                                   ,Northern Ireland.;https://media-cdn.sygictraveldata.com/media/poi:3832761;going_out;Light rain until afternoon.;rain;57.48;48.14;0.83;1020.89;10.83;27.9;0.98;7
147;poi:3156916;0.0049207363623062;54.6015875;-5.9264524;The Dirty Onion;going_out:pub;;https://media-cdn.sygictraveldata.com/media/poi:3156916;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.89;27.96;0.98;7
148;poi:3864395;0.0042837892893674;54.5771925;-5.930901;Lyric Theatre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.42;48.16;0.84;1020.89;10.78;27.81;0.98;7
149;poi:3148135;0.0032019230769231;54.8277976;-7.4641392;Alley Theatre;discovering:theatre;The Alley Theatre is a theatre based in the heart of Strabane                                                                                                                                                                                                                          ,County Tyrone                                                                                                                                                                                                                                                       ,Northern Ireland.;;going_out;Light rain in the morning.;rain;56.26;46.53;0.83;1019.56;5.85;26.53;0.82;9
150;poi:3328076;0.0029207363623062;54.4229916;-7.5945208;The Poachers Inn;going_out:pub;;;going_out;Light rain in the morning.;rain;55.88;46.37;0.84;1019.56;4.78;25.52;0.83;8
151;poi:3479823;0.0029207363623062;54.5417679;-6.3197953;The Gate Inn;going_out:pub;;;going_out;Light rain in the morning.;rain;55.7;48.24;0.9;1020.48;9.05;27.45;0.92;7
152;poi:15362039;0.0028417592854592;54.9963284;-7.3226001;The Nerve Centre;discovering:art_centre;;;going_out;Light rain in the morning.;rain;55.09;46.83;0.83;1019.62;6.45;27.37;0.87;9
153;poi:3321943;0.0028030200585982;54.5889777;-5.9344008;The Woodworkers;going_out:bar;;;going_out;Light rain until afternoon.;rain;57.47;48.15;0.83;1020.89;10.77;27.85;0.98;7
154;poi:24499359;0.0027813404586952;54.9964206;-7.3181422;The Blackbird;going_out:pub;;;going_out;Light rain in the morning.;rain;54.76;46.84;0.84;1019.62;6.46;27.36;0.87;9
155;poi:24443423;0.0027813404586952;54.9974872;-7.3217754;Peadar O'Donnells;going_out:pub;;;going_out;Light rain in the morning.;rain;55.01;46.83;0.84;1019.62;6.46;27.37;0.87;9
156;poi:3874232;0.0027211538461538;54.3372909;-7.6265189;Ardhowen Theatre;discovering:theatre;Ardhowen Theatre is a theatre in Enniskillen                                                                                                                                                                                                                                        ,County Fermanagh                                                                                                                                                                                                                                                    ,Northern Ireland.;;going_out;Light rain in the morning.;rain;56.44;46.41;0.83;1019.55;4.76;25.55;0.84;8
157;poi:18594503;0.0026077170418006;54.5930022;-5.9319044;The Bridge House (Wetherspoons);going_out:pub;;;going_out;Light rain until afternoon.;rain;57.49;48.14;0.83;1020.89;10.81;27.89;0.98;7
158;poi:18679803;0.0024807692307692;54.5116859;-6.0346101;Island Arts Centre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.27;48.21;0.84;1020.78;9.79;27.05;0.97;7
159;poi:36118017;0.0024807692307692;54.1778046;-6.3376178;Sean Hollywood Arts Centre;discovering:art_centre;;;going_out;Rain in the morning.;rain;56.75;48.26;0.88;1020.51;9.59;27.93;0.93;6
160;poi:36159267;0.0024807692307692;54.6611736;-5.6682349;Boom! Studios;discovering:art_centre;;;going_out;Light rain until afternoon.;rain;55.04;47.84;0.85;1021.16;14.04;29.8;0.97;8
161;poi:31049152;0.0024807692307692;54.5893742;-5.933987;Accidental Theatre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.48;48.15;0.83;1020.89;10.77;27.85;0.98;7
162;poi:18846047;0.0021206054393053;54.5524272;-5.9335769;Belvoir Players Studio Theatre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.15;48.17;0.84;1020.89;10.68;27.67;0.98;7
163;poi:3726991;0.0021177163037081;54.6020131;-5.9264838;Oh Yeah Centre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.47;48.14;0.83;1020.9;10.89;27.97;0.98;7
164;poi:10505487;0.0020357142857143;54.8003482;-7.7789526;Balor Arts Centre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;54.26;45.99;0.82;1019.36;6.02;26.74;0.8;9
165;poi:35784649;0.0020344827586207;54.5772399;-5.9302778;Theatre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;57.41;48.16;0.84;1020.89;10.78;27.82;0.98;7
166;poi:3866376;0.002;55.1487533;-6.6782727;Riverside Theatre;discovering:theatre;;;going_out;Light rain in the morning.;rain;56.77;47.56;0.86;1020.12;9.32;30.12;0.92;9
167;poi:5354385;0.002;54.9538816;-7.7322873;Letterkenny Regional Cultural Centre;discovering:art_centre;;;going_out;Light rain in the morning and afternoon.;rain;55.84;46.09;0.81;1019.33;6.51;27.87;0.81;9
168;poi:16924486;0.002;54.7008037;-5.9563281;Ballyearl Arts and Leisure Centre;discovering:art_centre;;;going_out                                                                                                                                                                                                                                                                 ,doing_sports;Light rain until afternoon.;rain;56.56;48.08;0.85;1020.87;10.75;28.27;0.99;7
169;poi:3909506;0.002;54.9959127;-7.3193551;Millennium Forum;discovering:theatre;;;going_out;Light rain in the morning.;rain;54.84;46.83;0.84;1019.62;6.46;27.36;0.87;9
170;poi:3341274;0.002;54.5951689;-5.6950823;Web Theatre;discovering:theatre;;;going_out;Light rain until afternoon.;rain;55.89;48.0;0.84;1021.13;13.51;29.43;0.97;8
